"Code";"Name";"total;total;2021;[person]";"total;tertiary;2021;[person]";"total;lower secondary;2021;[person]";"total;primary completed;2021;[person]";
2005022;"Białowieża (2)";1886;497;47;285;
2005032;"Czeremcha (2)";2555;390;67;485;
2005042;"Czyże (2)";1715;202;35;428;
2005052;"Dubicze Cerkiewne (2)";1292;188;27;379;
2005062;"Hajnówka (2)";3285;649;61;649;
2005073;"Kleszczele (3)";2022;290;39;442;
2005074;"Kleszczele - urban area (4)";1006;185;19;139;
2005075;"Kleszczele - rural area (5)";1016;105;20;303;
2005082;"Narew (2)";2991;493;70;588;
2005092;"Narewka (2)";2944;433;81;614;
2006000;"Powiat kolneński";31490;4982;1090;6875;
2006011;"Kolno (1)";8736;2070;210;1020;
2006022;"Grabowo (2)";2837;410;111;750;
2006032;"Kolno (2)";6874;837;282;1718;
2006042;"Mały Płock (2)";3880;508;135;941;
2006053;"Stawiski (3)";5057;690;163;1252;
2006054;"Stawiski - urban area (4)";1876;317;54;298;
2006055;"Stawiski - rural area (5)";3181;373;109;954;
2006062;"Turośl (2)";4106;467;189;1194;
2007000;"Powiat łomżyński";42751;7056;1471;8819;
2007013;"Jedwabne (3)";4322;635;123;1058;
2007014;"Jedwabne - urban area (4)";1450;279;40;207;
2007015;"Jedwabne - rural area (5)";2872;356;83;851;
2007022;"Łomża (2)";9900;2155;359;1665;
2007032;"Miastkowo (2)";3462;438;175;808;
2007043;"Nowogród (3)";3391;595;84;543;
2007044;"Nowogród - urban area (4)";1837;357;44;235;
2007045;"Nowogród - rural area (5)";1554;238;40;308;
2007052;"Piątnica (2)";8868;1450;287;1804;
2007062;"Przytuły (2)";1685;210;55;498;
2007072;"Śniadowo (2)";4399;661;174;892;
2007082;"Wizna (2)";3205;432;92;705;
2007092;"Zbójna (2)";3519;480;122;846;
2008000;"Powiat moniecki";33723;4986;1090;7200;
2008013;"Goniądz (3)";4133;612;152;980;
2008014;"Goniądz - urban area (4)";1573;329;56;286;
2008015;"Goniądz - rural area (5)";2560;283;96;694;
2008022;"Jasionówka (2)";2241;308;72;510;
2008032;"Jaświły (2)";4029;416;147;1009;
2008043;"Knyszyn (3)";3969;592;117;829;
2008044;"Knyszyn - urban area (4)";2338;418;68;359;
2008045;"Knyszyn - rural area (5)";1631;174;49;470;
2008052;"Krypno (2)";3288;394;117;721;
2008063;"Mońki (3)";12489;2316;346;2016;
2008064;"Mońki - urban area (4)";8540;1843;213;1107;
2008065;"Mońki - rural area (5)";3949;473;133;909;
2008072;"Trzcianne (2)";3574;348;139;1135;
2009000;"Powiat sejneński";16844;3262;482;3593;
2009011;"Sejny (1)";4527;1054;127;658;
2009022;"Giby (2)";2267;362;60;570;
2009032;"Krasnopol (2)";3134;508;129;768;
2009042;"Puńsk (2)";3583;784;86;801;
2009052;"Sejny (2)";3333;554;80;796;
2010000;"Powiat siemiatycki";37208;6194;1001;7787;
2010011;"Siemiatycze (1)";12122;2834;242;1369;
2010023;"Drohiczyn (3)";5286;737;161;1324;
2010024;"Drohiczyn - urban area (4)";1681;346;28;248;
2010025;"Drohiczyn - rural area (5)";3605;391;133;1076;
2010032;"Dziadkowice (2)";2265;279;86;631;
2010042;"Grodzisk (2)";3453;396;130;966;
2010052;"Mielnik (2)";1947;349;42;412;
2010062;"Milejczyce (2)";1513;169;37;358;
2010072;"Nurzec-Stacja (2)";3227;393;89;894;
2010082;"Perlejewo (2)";2317;276;80;649;
2010092;"Siemiatycze (2)";5078;761;134;1184;
2011000;"Powiat sokólski";55778;9146;1639;10553;
2011013;"Dąbrowa Białostocka (3)";9407;1463;270;1780;
2011014;"Dąbrowa Białostocka - urban area (4)";4720;911;117;680;
2011015;"Dąbrowa Białostocka - rural area (5)";4687;552;153;1100;
2011022;"Janów (2)";3369;419;112;649;
2011032;"Korycin (2)";2707;384;75;508;
2011043;"Krynki (3)";2520;387;77;507;
2011044;"Krynki - urban area (4)";1980;312;58;358;
2011045;"Krynki - rural area (5)";540;75;19;149;
2011052;"Kuźnica (2)";3304;523;91;614;
2011062;"Nowy Dwór (2)";2008;170;59;609;
2011072;"Sidra (2)";2770;326;77;649;
2011083;"Sokółka (3)";21425;4376;583;3200;
2011084;"Sokółka - urban area (4)";15404;3585;404;1768;
2011085;"Sokółka - rural area (5)";6021;791;179;1432;
2011093;"Suchowola (3)";5773;766;217;1443;
2011094;"Suchowola - urban area (4)";1867;370;58;309;
2011095;"Suchowola - rural area (5)";3906;396;159;1134;
2011102;"Szudziałowo (2)";2495;332;78;594;
2012000;"Powiat suwalski";29839;5034;1139;6473;
2012012;"Bakałarzewo (2)";2533;415;114;569;
2012022;"Filipów (2)";3519;467;149;802;
2012032;"Jeleniewo (2)";2672;461;118;613;
2012042;"Przerośl (2)";2361;334;86;589;
2012052;"Raczki (2)";4894;791;182;976;
2012062;"Rutka-Tartak (2)";1965;286;92;525;
2012072;"Suwałki (2)";6721;1601;242;1184;
2012082;"Szypliszki (2)";3358;475;100;743;
2012092;"Wiżajny (2)";1816;204;56;472;
2013000;"Powiat wysokomazowiecki";47162;8194;1275;8298;
2013011;"Wysokie Mazowieckie (1)";7828;2141;177;649;
2013023;"Ciechanowiec (3)";7256;1177;165;1324;
2013024;"Ciechanowiec - urban area (4)";3927;792;83;480;
2013025;"Ciechanowiec - rural area (5)";3329;385;82;844;
2013033;"Czyżew (3)";5212;845;158;953;
2013034;"Czyżew - urban area (4)";2176;426;64;303;
2013035;"Czyżew - rural area (5)";3036;419;94;650;
2013042;"Klukowo (2)";3561;372;109;870;
2013052;"Kobylin-Borzymy (2)";2672;326;98;672;
2013062;"Kulesze Kościelne (2)";2566;394;82;651;
2013072;"Nowe Piekuty (2)";3144;461;99;645;
2013082;"Sokoły (2)";4625;737;114;771;
2013093;"Szepietowo (3)";5752;959;150;924;
2013094;"Szepietowo - urban area (4)";1815;392;41;212;
2013095;"Szepietowo - rural area (5)";3937;567;109;712;
2013102;"Wysokie Mazowieckie (2)";4546;782;123;839;
2014000;"Powiat zambrowski";36566;6688;1039;6239;
2014011;"Zambrów (1)";18703;4064;500;2402;
2014022;"Kołaki Kościelne (2)";1911;301;60;432;
2014032;"Rutki (2)";4531;523;132;1150;
2014042;"Szumowo (2)";3954;556;146;883;
2014052;"Zambrów (2)";7467;1244;201;1372;
2061000;"City with powiat status Białystok";255358;88688;5710;20247;
2061011;"Białystok (1)";255358;88688;5710;20247;
2062000;"City with powiat status Łomża";52982;14708;1277;5177;
2062011;"Łomża (1)";52982;14708;1277;5177;
2063000;"City with powiat status Suwałki";59449;15210;1917;6952;
2063011;"Suwałki (1)";59449;15210;1917;6952;
2200000;"POMORSKIE";2012061;510383;62417;228698;
2201000;"Powiat bytowski";65028;10102;2265;10628;
2201012;"Borzytuchom (2)";2699;393;101;406;
2201023;"Bytów (3)";21349;4217;676;2639;
2201024;"Bytów - urban area (4)";14280;2855;418;1639;
2201025;"Bytów - rural area (5)";7069;1362;258;1000;
2201032;"Czarna Dąbrówka (2)";4666;519;185;1075;
2201042;"Kołczygłowy (2)";3526;379;161;689;
2201052;"Lipnica (2)";4296;628;132;909;
2201063;"Miastko (3)";15889;2364;548;2576;
2201064;"Miastko - urban area (4)";8637;1451;232;1110;
2201065;"Miastko - rural area (5)";7252;913;316;1466;
2201072;"Parchowo (2)";3080;373;136;588;
2201082;"Studzienice (2)";3014;484;83;481;
2201092;"Trzebielino (2)";3024;322;108;626;
2201102;"Tuchomie (2)";3485;423;135;639;
2202000;"Powiat chojnicki";81204;13094;2572;10857;
2202011;"Chojnice (1)";33728;6577;1038;3524;
2202023;"Brusy (3)";11694;1475;305;1750;
2202024;"Brusy - urban area (4)";4194;710;109;452;
2202025;"Brusy - rural area (5)";7500;765;196;1298;
2202032;"Chojnice (2)";15848;2553;576;2334;
2202043;"Czersk (3)";18068;2280;584;2898;
2202044;"Czersk - urban area (4)";8513;1170;251;1171;
2202045;"Czersk - rural area (5)";9555;1110;333;1727;
2202052;"Konarzyny (2)";1866;209;69;351;
2203000;"Powiat człuchowski";46684;7062;1701;7357;
2203011;"Człuchów (1)";11769;2422;306;1209;
2203023;"Czarne (3)";7639;1148;249;1186;
2203024;"Czarne - urban area (4)";5038;902;148;633;
2203025;"Czarne - rural area (5)";2601;246;101;553;
2203032;"Człuchów (2)";8996;1276;378;1561;
2203043;"Debrzno (3)";7536;808;331;1442;
2203044;"Debrzno - urban area (4)";4358;583;186;674;
2203045;"Debrzno - rural area (5)";3178;225;145;768;
2203052;"Koczała (2)";2753;357;119;492;
2203062;"Przechlewo (2)";5058;649;179;951;
2203072;"Rzeczenica (2)";2933;402;139;516;
2204000;"Powiat gdański";104588;28618;3830;11564;
2204011;"Pruszcz Gdański (1)";26654;7833;877;2303;
2204022;"Cedry Wielkie (2)";5707;762;261;1010;
2204032;"Kolbudy (2)";16594;5538;546;1535;
2204042;"Pruszcz Gdański (2)";28932;9758;981;2605;
2204052;"Przywidz (2)";5015;781;226;945;
2204062;"Pszczółki (2)";8648;1968;322;925;
2204072;"Suchy Dąb (2)";3487;433;157;602;
2204082;"Trąbki Wielkie (2)";9551;1545;460;1639;
2205000;"Powiat kartuski";118078;24694;4370;16522;
2205012;"Chmielno (2)";6158;1018;254;1030;
2205023;"Kartuzy (3)";28248;5487;1012;3781;
2205024;"Kartuzy - urban area (4)";12133;2771;397;1450;
2205025;"Kartuzy - rural area (5)";16115;2716;615;2331;
2205032;"Przodkowo (2)";8266;1621;240;1309;
2205042;"Sierakowice (2)";15691;2146;638;2724;
2205052;"Somonino (2)";8843;1171;383;1518;
2205062;"Stężyca (2)";8682;1265;356;1505;
2205072;"Sulęczyno (2)";4488;607;202;881;
2205083;"Żukowo (3)";37702;11379;1285;3774;
2205084;"Żukowo - urban area (4)";5633;1382;187;583;
2205085;"Żukowo - rural area (5)";32069;9997;1098;3191;
2206000;"Powiat kościerski";60245;9426;2076;7996;
2206011;"Kościerzyna (1)";20050;4111;627;2133;
2206022;"Dziemiany (2)";3670;531;132;488;
2206032;"Karsin (2)";5207;644;188;918;
2206042;"Kościerzyna (2)";13155;1952;481;1781;
2206052;"Liniewo (2)";3715;383;98;606;
2206062;"Lipusz (2)";3054;473;99;367;
2206072;"Nowa Karczma (2)";5812;671;224;952;
2206082;"Stara Kiszewa (2)";5582;661;227;751;
2207000;"Powiat kwidzyński";69490;11320;2459;9722;
2207011;"Kwidzyn (1)";32660;6680;1044;3355;
2207022;"Gardeja (2)";6826;578;316;1528;
2207032;"Kwidzyn (2)";9423;1361;386;1420;
2207043;"Prabuty (3)";10742;1468;373;1772;
2207044;"Prabuty - urban area (4)";7197;1151;212;973;
2207045;"Prabuty - rural area (5)";3545;317;161;799;
2207052;"Ryjewo (2)";4863;618;151;834;
2207062;"Sadlinki (2)";4976;615;189;813;
2208000;"Powiat lęborski";54757;9912;1886;8076;
2208011;"Lębork (1)";29763;6127;895;3496;
2208021;"Łeba (1)";2915;565;71;381;
2208032;"Cewice (2)";6004;762;264;1179;
2208042;"Nowa Wieś Lęborska (2)";11242;1835;450;1962;
2208052;"Wicko (2)";4833;623;206;1058;
2209000;"Powiat malborski";53468;9695;1798;7414;
2209011;"Malbork (1)";32839;7138;983;3486;
2209032;"Lichnowy (2)";3628;302;182;846;
2209042;"Malbork (2)";4075;797;128;635;
2209062;"Miłoradz (2)";2819;275;112;623;
2209073;"Nowy Staw (3)";6322;675;228;1155;
2209074;"Nowy Staw - urban area (4)";3604;452;124;570;
2209075;"Nowy Staw - rural area (5)";2718;223;104;585;
2209082;"Stare Pole (2)";3785;508;165;669;
2210000;"Powiat nowodworski";29635;4503;1056;4533;
2210011;"Krynica Morska (1)";1073;189;37;140;
2210023;"Nowy Dwór Gdański (3)";14825;2258;538;2148;
2210024;"Nowy Dwór Gdański - urban area (4)";8411;1536;299;982;
2210025;"Nowy Dwór Gdański - rural area (5)";6414;722;239;1166;
2210032;"Ostaszewo (2)";2551;306;87;476;
2210042;"Stegna (2)";8168;1251;294;1302;
2210052;"Sztutowo (2)";3018;499;100;467;
2211000;"Powiat pucki";75072;15773;2531;10320;
2211011;"Hel (1)";2657;415;90;304;
2211023;"Jastarnia (3)";3133;461;123;502;
2211024;"Jastarnia - urban area (4)";2321;324;91;387;
2211025;"Jastarnia - rural area (5)";812;137;32;115;
2211031;"Puck (1)";9480;1877;272;1232;
2211043;"Władysławowo (3)";12735;2456;405;1576;
2211044;"Władysławowo - urban area (4)";8351;1657;271;996;
2211045;"Władysławowo - rural area (5)";4384;799;134;580;
2211052;"Kosakowo (2)";15709;6236;464;1076;
2211062;"Krokowa (2)";8772;1055;391;1823;
2211072;"Puck (2)";22586;3273;786;3807;
2212000;"Powiat słupski";82381;14489;3206;13400;
2212011;"Ustka (1)";12832;2849;321;1274;
2212022;"Damnica (2)";4964;609;201;1096;
2212032;"Dębnica Kaszubska (2)";7827;1040;351;1520;
2212042;"Główczyce (2)";7225;641;315;1714;
2212053;"Kępice (3)";7434;874;358;1534;
2212054;"Kępice - urban area (4)";3042;389;134;582;
2212055;"Kępice - rural area (5)";4392;485;224;952;
2212062;"Kobylnica (2)";11130;2656;426;1401;
2212072;"Potęgowo (2)";5563;592;250;1246;
2212082;"Redzikowo (2)";15678;3603;582;2050;
2212092;"Smołdzino (2)";2694;407;111;449;
2212102;"Ustka (2)";7034;1218;291;1116;
2213000;"Powiat starogardzki";106157;17205;3647;14643;
2213013;"Czarna Woda (3)";2685;401;70;423;
2213014;"Czarna Woda - urban area (4)";2364;370;65;350;
2213015;"Czarna Woda - rural area (5)";321;31;5;73;
2213021;"Skórcz (1)";2960;467;104;372;
2213031;"Starogard Gdański (1)";39881;7612;1241;4866;
2213042;"Bobowo (2)";2600;301;120;434;
2213052;"Kaliska (2)";4468;590;167;723;
2213062;"Lubichowo (2)";5566;768;213;820;
2213072;"Osieczna (2)";2335;234;87;434;
2213082;"Osiek (2)";1969;286;56;403;
2213093;"Skarszewy (3)";12066;1602;439;1637;
2213094;"Skarszewy - urban area (4)";5811;856;196;692;
2213095;"Skarszewy - rural area (5)";6255;746;243;945;
2213102;"Skórcz (2)";3642;404;127;672;
2213112;"Smętowo Graniczne (2)";4188;491;167;646;
2213122;"Starogard Gdański (2)";13938;2693;476;1828;
2213132;"Zblewo (2)";9859;1356;380;1385;
2214000;"Powiat tczewski";95979;16627;3414;12186;
2214011;"Tczew (1)";50008;10032;1677;5050;
2214023;"Gniew (3)";12604;1419;472;1960;
2214024;"Gniew - urban area (4)";5442;717;185;770;
2214025;"Gniew - rural area (5)";7162;702;287;1190;
2214032;"Morzeszczyn (2)";2858;271;141;573;
2214043;"Pelplin (3)";13271;1583;490;2300;
2214044;"Pelplin - urban area (4)";6527;871;203;1042;
2214045;"Pelplin - rural area (5)";6744;712;287;1258;
2214052;"Subkowy (2)";4502;653;168;738;
2214062;"Tczew (2)";12736;2669;466;1565;
2215000;"Powiat wejherowski";186420;41582;6981;22885;
2215011;"Reda (1)";23207;6803;698;1851;
2215021;"Rumia (1)";44278;12827;1258;3765;
2215031;"Wejherowo (1)";40627;8541;1493;4585;
2215042;"Choczewo (2)";4373;494;215;978;
2215052;"Gniewino (2)";6105;625;308;1282;
2215062;"Linia (2)";5122;606;208;985;
2215072;"Luzino (2)";13580;2119;658;2093;
2215082;"Łęczyce (2)";9869;1105;475;2052;
2215092;"Szemud (2)";16024;3833;637;2239;
2215102;"Wejherowo (2)";23235;4629;1031;3055;
2216000;"Powiat sztumski";33963;4701;1240;5590;
2216013;"Dzierzgoń (3)";7718;941;313;1318;
2216014;"Dzierzgoń - urban area (4)";4479;632;156;607;
2216015;"Dzierzgoń - rural area (5)";3239;309;157;711;
2216022;"Mikołajki Pomorskie (2)";2911;335;94;625;
2216032;"Stary Dzierzgoń (2)";3081;245;145;718;
2216042;"Stary Targ (2)";5082;459;214;1021;
2216053;"Sztum (3)";15171;2721;474;1908;
2216054;"Sztum - urban area (4)";8353;1633;203;889;
2216055;"Sztum - rural area (5)";6818;1088;271;1019;
2261000;"City with powiat status Gdańsk";425120;162649;9687;30089;
2261011;"Gdańsk (1)";425120;162649;9687;30089;
2262000;"City with powiat status Gdynia";216211;76419;5217;15724;
2262011;"Gdynia (1)";216211;76419;5217;15724;
2263000;"City with powiat status Słupsk";77817;20116;1917;7444;
2263011;"Słupsk (1)";77817;20116;1917;7444;
2264000;"City with powiat status Sopot";29764;12396;564;1748;
2264011;"Sopot (1)";29764;12396;564;1748;
2400000;"ŚLĄSKIE";3836434;874521;104523;392520;
2401000;"Powiat będziński";129553;32192;3288;13166;
2401011;"Będzin (1)";49121;12123;1258;5023;
2401021;"Czeladź (1)";27294;6486;680;2736;
2401031;"Wojkowice (1)";7618;1800;199;805;
2401042;"Bobrowniki (2)";10833;2835;263;926;
2401052;"Mierzęcice (2)";6796;1574;186;696;
2401062;"Psary (2)";10818;3034;309;1088;
2401073;"Siewierz (3)";10995;2832;229;1318;
2401074;"Siewierz - urban area (4)";4911;1485;90;500;
2401075;"Siewierz - rural area (5)";6084;1347;139;818;
2401081;"Sławków (1)";6078;1508;164;574;
2402000;"Powiat bielski";140495;31105;4081;12470;
2402011;"Szczyrk (1)";4772;1016;136;441;
2402022;"Bestwina (2)";10099;2201;299;836;
2402032;"Buczkowice (2)";9540;1953;282;815;
2402043;"Czechowice-Dziedzice (3)";38313;8096;1221;3558;
2402044;"Czechowice-Dziedzice - urban area (4)";30305;6451;954;2877;
2402045;"Czechowice-Dziedzice - rural area (5)";8008;1645;267;681;
2402052;"Jasienica (2)";20620;4546;619;1805;
2402062;"Jaworze (2)";6302;1992;164;416;
2402072;"Kozy (2)";11035;2659;296;944;
2402082;"Porąbka (2)";13198;2486;345;1362;
2402093;"Wilamowice (3)";14921;3102;398;1401;
2402094;"Wilamowice - urban area (4)";2641;534;65;250;
2402095;"Wilamowice - rural area (5)";12280;2568;333;1151;
2402102;"Wilkowice (2)";11695;3054;321;892;
2403000;"Powiat cieszyński";151326;30422;4400;14936;
2403011;"Cieszyn (1)";29694;7613;776;2529;
2403021;"Ustroń (1)";14063;3382;337;1104;
2403031;"Wisła (1)";9493;1788;229;968;
2403042;"Brenna (2)";9955;1870;328;1133;
2403052;"Chybie (2)";8105;1374;252;837;
2403062;"Dębowiec (2)";4864;887;143;500;
2403072;"Goleszów (2)";11253;2285;311;1041;
2403082;"Hażlach (2)";9183;1611;241;950;
2403092;"Istebna (2)";9931;1272;372;1502;
2403103;"Skoczów (3)";22578;4216;698;2231;
2403104;"Skoczów - urban area (4)";12022;2354;351;1182;
2403105;"Skoczów - rural area (5)";10556;1862;347;1049;
2403113;"Strumień (3)";11124;1946;349;1101;
2403114;"Strumień - urban area (4)";3031;560;119;268;
2403115;"Strumień - rural area (5)";8093;1386;230;833;
2403122;"Zebrzydowice (2)";11083;2178;364;1040;
2404000;"Powiat częstochowski";116162;22673;3191;15520;
2404013;"Blachownia (3)";11243;2354;325;1329;
2404014;"Blachownia - urban area (4)";8307;1800;224;952;
2404015;"Blachownia - rural area (5)";2936;554;101;377;
2404022;"Dąbrowa Zielona (2)";3337;451;94;735;
2404032;"Janów (2)";5119;991;131;761;
2404042;"Kamienica Polska (2)";4785;999;107;573;
2404052;"Kłomnice (2)";11591;2067;342;1564;
2404063;"Koniecpol (3)";7949;1388;179;1274;
2404064;"Koniecpol - urban area (4)";4964;1040;113;569;
2404065;"Koniecpol - rural area (5)";2985;348;66;705;
2404072;"Konopiska (2)";9281;1943;237;1218;
2404082;"Kruszyna (2)";4105;611;144;548;
2404092;"Lelów (2)";4107;609;139;662;
2404102;"Mstów (2)";9370;1930;264;1166;
2404112;"Mykanów (2)";13203;2734;332;1673;
2404122;"Olsztyn (2)";7047;1670;202;875;
2404132;"Poczesna (2)";10993;2360;311;1239;
2404142;"Przyrów (2)";3170;459;73;497;
2404152;"Rędziny (2)";8411;1669;241;1000;
2404162;"Starcza (2)";2451;438;70;406;
2405000;"Powiat gliwicki";97669;19565;2703;10796;
2405011;"Knurów (1)";31497;5829;947;3689;
2405021;"Pyskowice (1)";15176;2947;401;1597;
2405032;"Gierałtowice (2)";10458;2679;275;937;
2405042;"Pilchowice (2)";10443;2650;266;1055;
2405052;"Rudziniec (2)";9403;1734;258;1091;
2405063;"Sośnicowice (3)";7593;1653;210;862;
2405064;"Sośnicowice - urban area (4)";1661;350;61;219;
2405065;"Sośnicowice - rural area (5)";5932;1303;149;643;
2405073;"Toszek (3)";8042;1303;206;949;
2405074;"Toszek - urban area (4)";3124;584;93;350;
2405075;"Toszek - rural area (5)";4918;719;113;599;
2405082;"Wielowieś (2)";5057;770;140;616;
2406000;"Powiat kłobucki";72448;13431;1873;8867;
2406013;"Kłobuck (3)";17498;3895;470;1705;
2406014;"Kłobuck - urban area (4)";11021;2653;262;1038;
2406015;"Kłobuck - rural area (5)";6477;1242;208;667;
2406023;"Krzepice (3)";7654;1492;184;815;
2406024;"Krzepice - urban area (4)";3703;854;90;300;
2406025;"Krzepice - rural area (5)";3951;638;94;515;
2406032;"Lipie (2)";5306;791;141;774;
2406042;"Miedźno (2)";6455;1038;162;915;
2406052;"Opatów (2)";5735;908;118;691;
2406062;"Panki (2)";4265;751;129;496;
2406072;"Popów (2)";5063;850;119;798;
2406082;"Przystajń (2)";5001;801;125;658;
2406092;"Wręczyca Wielka (2)";15471;2905;425;2015;
2407000;"Powiat lubliniecki";65438;12376;1818;7054;
2407011;"Lubliniec (1)";20562;5374;555;1695;
2407022;"Boronów (2)";2855;431;65;349;
2407032;"Ciasna (2)";6467;833;166;928;
2407042;"Herby (2)";5673;1010;180;707;
2407052;"Kochanowice (2)";5878;920;158;634;
2407062;"Koszęcin (2)";10235;1776;309;995;
2407072;"Pawonków (2)";5607;772;147;726;
2407083;"Woźniki (3)";8161;1260;238;1020;
2407084;"Woźniki - urban area (4)";3686;629;111;447;
2407085;"Woźniki - rural area (5)";4475;631;127;573;
2408000;"Powiat mikołowski";84203;20721;2252;7006;
2408011;"Łaziska Górne (1)";18549;3717;507;1680;
2408021;"Mikołów (1)";35328;9817;902;2892;
2408031;"Orzesze (1)";17981;3975;509;1481;
2408042;"Ornontowice (2)";5159;1138;142;442;
2408052;"Wyry (2)";7186;2074;192;511;
2409000;"Powiat myszkowski";60529;12788;1609;7343;
2409011;"Myszków (1)";26680;6046;680;2715;
2409023;"Koziegłowy (3)";12416;2272;332;1987;
2409024;"Koziegłowy - urban area (4)";2130;501;53;264;
2409025;"Koziegłowy - rural area (5)";10286;1771;279;1723;
2409032;"Niegowa (2)";4670;707;145;678;
2409042;"Poraj (2)";9609;2414;237;1008;
2409053;"Żarki (3)";7154;1349;215;955;
2409054;"Żarki - urban area (4)";3841;849;119;415;
2409055;"Żarki - rural area (5)";3313;500;96;540;
2410000;"Powiat pszczyński";93124;18971;2734;8456;
2410012;"Goczałkowice-Zdrój (2)";5664;1219;162;471;
2410022;"Kobiór (2)";4328;1012;109;390;
2410032;"Miedźna (2)";13466;2288;389;1222;
