"Code";"Name";"registrations of departure, total;total;2021;[person]";"registrations of departure, total;total;2022;[person]";"registrations of departure, total;total;2023;[person]";
2861000;"City with powiat status Elbląg";894;891;942;
2861011;"Elbląg (1)";894;891;942;
2862000;"City with powiat status Olsztyn";2136;2009;2117;
2862011;"Olsztyn (1)";2136;2009;2117;
3000000;"WIELKOPOLSKIE";43290;41486;40202;
3001000;"Powiat chodzieski";551;537;529;
3001011;"Chodzież (1)";227;206;229;
3001023;"Budzyń (3)";115;105;80;
3001024;"Budzyń - urban area (4)";35;30;31;
3001025;"Budzyń - rural area (5)";80;75;49;
3001032;"Chodzież (2)";68;66;59;
3001043;"Margonin (3)";63;69;77;
3001044;"Margonin - urban area (4)";30;33;36;
3001045;"Margonin - rural area (5)";33;36;41;
3001053;"Szamocin (3)";78;91;84;
3001054;"Szamocin - urban area (4)";56;54;33;
3001055;"Szamocin - rural area (5)";22;37;51;
3002000;"Powiat czarnkowsko-trzcianecki";983;895;924;
3002011;"Czarnków (1)";133;120;154;
3002022;"Czarnków (2)";113;113;110;
3002032;"Drawsko (2)";91;62;41;
3002043;"Krzyż Wielkopolski (3)";128;123;116;
3002044;"Krzyż Wielkopolski - urban area (4)";91;73;69;
3002045;"Krzyż Wielkopolski - rural area (5)";37;50;47;
3002052;"Lubasz (2)";75;79;52;
3002062;"Połajewo (2)";30;49;61;
3002073;"Trzcianka (3)";255;232;244;
3002074;"Trzcianka - urban area (4)";164;159;139;
3002075;"Trzcianka - rural area (5)";91;73;105;
3002083;"Wieleń (3)";158;117;146;
3002084;"Wieleń - urban area (4)";70;48;82;
3002085;"Wieleń - rural area (5)";88;69;64;
3003000;"Powiat gnieźnieński";1844;1718;1616;
3003011;"Gniezno (1)";820;799;778;
3003023;"Czerniejewo (3)";119;101;57;
3003024;"Czerniejewo - urban area (4)";34;44;26;
3003025;"Czerniejewo - rural area (5)";85;57;31;
3003032;"Gniezno (2)";139;125;102;
3003042;"Kiszkowo (2)";43;47;67;
3003053;"Kłecko (3)";120;130;93;
3003054;"Kłecko - urban area (4)";38;35;37;
3003055;"Kłecko - rural area (5)";82;95;56;
3003062;"Łubowo (2)";68;47;58;
3003072;"Mieleszyn (2)";66;64;58;
3003082;"Niechanowo (2)";78;57;85;
3003093;"Trzemeszno (3)";167;191;136;
3003094;"Trzemeszno - urban area (4)";102;112;77;
3003095;"Trzemeszno - rural area (5)";65;79;59;
3003103;"Witkowo (3)";224;157;182;
3003104;"Witkowo - urban area (4)";145;105;122;
3003105;"Witkowo - rural area (5)";79;52;60;
3004000;"Powiat gostyński";1018;1097;986;
3004013;"Borek Wielkopolski (3)";101;122;82;
3004014;"Borek Wielkopolski - urban area (4)";47;34;24;
3004015;"Borek Wielkopolski - rural area (5)";54;88;58;
3004023;"Gostyń (3)";355;387;369;
3004024;"Gostyń - urban area (4)";262;271;272;
3004025;"Gostyń - rural area (5)";93;116;97;
3004033;"Krobia (3)";200;188;204;
3004034;"Krobia - urban area (4)";51;56;56;
3004035;"Krobia - rural area (5)";149;132;148;
3004042;"Pępowo (2)";88;76;65;
3004052;"Piaski (2)";108;117;96;
3004063;"Pogorzela (3)";69;85;61;
3004064;"Pogorzela - urban area (4)";30;30;19;
3004065;"Pogorzela - rural area (5)";39;55;42;
3004073;"Poniec (3)";97;122;109;
3004074;"Poniec - urban area (4)";27;44;42;
3004075;"Poniec - rural area (5)";70;78;67;
3005000;"Powiat grodziski";640;564;565;
3005012;"Granowo (2)";39;45;52;
3005023;"Grodzisk Wielkopolski (3)";254;216;237;
3005024;"Grodzisk Wielkopolski - urban area (4)";164;157;143;
3005025;"Grodzisk Wielkopolski - rural area (5)";90;59;94;
3005032;"Kamieniec (2)";73;74;83;
3005043;"Rakoniewice (3)";164;135;128;
3005044;"Rakoniewice - urban area (4)";58;53;53;
3005045;"Rakoniewice - rural area (5)";106;82;75;
3005053;"Wielichowo (3)";110;94;65;
3005054;"Wielichowo - urban area (4)";40;37;25;
3005055;"Wielichowo - rural area (5)";70;57;40;
3006000;"Powiat jarociński";829;864;801;
3006013;"Jaraczewo (3)";109;104;97;
3006014;"Jaraczewo - urban area (4)";16;24;13;
3006015;"Jaraczewo - rural area (5)";93;80;84;
3006023;"Jarocin (3)";476;497;490;
3006024;"Jarocin - urban area (4)";266;302;313;
3006025;"Jarocin - rural area (5)";210;195;177;
3006032;"Kotlin (2)";98;115;88;
3006043;"Żerków (3)";146;148;126;
3006044;"Żerków - urban area (4)";22;38;27;
3006045;"Żerków - rural area (5)";124;110;99;
3007000;"Powiat kaliski";892;870;852;
3007012;"Blizanów (2)";91;95;109;
3007022;"Brzeziny (2)";68;44;62;
3007032;"Ceków-Kolonia (2)";60;55;42;
3007042;"Godziesze Wielkie (2)";86;93;80;
3007053;"Koźminek (3)";75;87;70;
3007054;"Koźminek - urban area (4)";23;26;26;
3007055;"Koźminek - rural area (5)";52;61;44;
3007062;"Lisków (2)";44;47;31;
3007072;"Mycielin (2)";56;55;53;
3007083;"Opatówek (3)";148;135;121;
3007084;"Opatówek - urban area (4)";51;43;52;
3007085;"Opatówek - rural area (5)";97;92;69;
3007093;"Stawiszyn (3)";98;93;98;
3007094;"Stawiszyn - urban area (4)";34;17;16;
3007095;"Stawiszyn - rural area (5)";64;76;82;
3007102;"Szczytniki (2)";69;69;72;
3007112;"Żelazków (2)";97;97;114;
3008000;"Powiat kępiński";636;743;648;
3008012;"Baranów (2)";58;82;95;
3008022;"Bralin (2)";55;86;47;
3008033;"Kępno (3)";304;363;339;
3008034;"Kępno - urban area (4)";223;256;238;
3008035;"Kępno - rural area (5)";81;107;101;
3008042;"Łęka Opatowska (2)";63;62;42;
3008052;"Perzów (2)";55;53;42;
3008062;"Rychtal (2)";52;54;51;
3008072;"Trzcinica (2)";49;43;32;
3009000;"Powiat kolski";1167;1215;926;
3009011;"Koło (1)";404;387;281;
3009022;"Babiak (2)";116;99;76;
3009032;"Chodów (2)";35;26;49;
3009043;"Dąbie (3)";80;100;67;
3009044;"Dąbie - urban area (4)";33;34;24;
3009045;"Dąbie - rural area (5)";47;66;43;
3009052;"Grzegorzew (2)";67;66;60;
3009063;"Kłodawa (3)";161;185;135;
3009064;"Kłodawa - urban area (4)";89;91;68;
3009065;"Kłodawa - rural area (5)";72;94;67;
3009072;"Koło (2)";71;96;65;
3009082;"Kościelec (2)";80;75;73;
3009092;"Olszówka (2)";51;65;30;
3009102;"Osiek Mały (2)";56;57;39;
3009113;"Przedecz (3)";46;59;51;
3009114;"Przedecz - urban area (4)";20;24;20;
3009115;"Przedecz - rural area (5)";26;35;31;
3010000;"Powiat koniński";1528;1506;1374;
3010013;"Golina (3)";176;144;146;
3010014;"Golina - urban area (4)";70;56;54;
3010015;"Golina - rural area (5)";106;88;92;
3010022;"Grodziec (2)";60;59;64;
3010032;"Kazimierz Biskupi (2)";143;135;135;
3010043;"Kleczew (3)";134;118;120;
3010044;"Kleczew - urban area (4)";64;72;60;
3010045;"Kleczew - rural area (5)";70;46;60;
3010052;"Kramsk (2)";113;102;95;
3010062;"Krzymów (2)";68;82;53;
3010073;"Rychwał (3)";85;96;79;
3010074;"Rychwał - urban area (4)";33;37;17;
3010075;"Rychwał - rural area (5)";52;59;62;
3010082;"Rzgów (2)";70;73;59;
3010092;"Skulsk (2)";73;80;48;
3010103;"Sompolno (3)";135;142;132;
3010104;"Sompolno - urban area (4)";55;84;45;
3010105;"Sompolno - rural area (5)";80;58;87;
3010112;"Stare Miasto (2)";115;115;118;
3010123;"Ślesin (3)";186;182;159;
3010124;"Ślesin - urban area (4)";50;58;38;
3010125;"Ślesin - rural area (5)";136;124;121;
3010132;"Wierzbinek (2)";93;98;91;
3010142;"Wilczyn (2)";77;80;75;
3011000;"Powiat kościański";1000;961;769;
3011011;"Kościan (1)";264;315;227;
3011023;"Czempiń (3)";158;142;121;
3011024;"Czempiń - urban area (4)";73;72;66;
3011025;"Czempiń - rural area (5)";85;70;55;
3011032;"Kościan (2)";195;180;148;
3011043;"Krzywiń (3)";131;124;94;
3011044;"Krzywiń - urban area (4)";37;23;13;
3011045;"Krzywiń - rural area (5)";94;101;81;
3011053;"Śmigiel (3)";252;200;179;
3011054;"Śmigiel - urban area (4)";94;65;55;
3011055;"Śmigiel - rural area (5)";158;135;124;
3012000;"Powiat krotoszyński";807;827;741;
3012011;"Sulmierzyce (1)";29;38;24;
3012023;"Kobylin (3)";111;109;83;
3012024;"Kobylin - urban area (4)";37;35;28;
3012025;"Kobylin - rural area (5)";74;74;55;
3012033;"Koźmin Wielkopolski (3)";112;160;119;
3012034;"Koźmin Wielkopolski - urban area (4)";57;75;38;
3012035;"Koźmin Wielkopolski - rural area (5)";55;85;81;
3012043;"Krotoszyn (3)";412;394;366;
3012044;"Krotoszyn - urban area (4)";313;300;251;
3012045;"Krotoszyn - rural area (5)";99;94;115;
3012052;"Rozdrażew (2)";66;46;61;
3012063;"Zduny (3)";77;80;88;
3012064;"Zduny - urban area (4)";58;52;56;
3012065;"Zduny - rural area (5)";19;28;32;
3013000;"Powiat leszczyński";740;660;645;
3013012;"Krzemieniewo (2)";147;105;123;
3013022;"Lipno (2)";109;95;101;
3013033;"Osieczna (3)";134;111;93;
3013034;"Osieczna - urban area (4)";26;25;35;
3013035;"Osieczna - rural area (5)";108;86;58;
3013043;"Rydzyna (3)";141;108;116;
3013044;"Rydzyna - urban area (4)";41;38;45;
3013045;"Rydzyna - rural area (5)";100;70;71;
3013052;"Święciechowa (2)";98;128;110;
3013062;"Wijewo (2)";39;41;30;
3013072;"Włoszakowice (2)";72;72;72;
3014000;"Powiat międzychodzki";470;441;401;
3014012;"Chrzypsko Wielkie (2)";58;37;27;
3014022;"Kwilcz (2)";88;55;53;
3014033;"Międzychód (3)";213;251;219;
3014034;"Międzychód - urban area (4)";121;167;143;
3014035;"Międzychód - rural area (5)";92;84;76;
3014043;"Sieraków (3)";111;98;102;
3014044;"Sieraków - urban area (4)";72;80;68;
3014045;"Sieraków - rural area (5)";39;18;34;
3015000;"Powiat nowotomyski";915;931;873;
3015012;"Kuślin (2)";50;70;68;
3015023;"Lwówek (3)";97;103;104;
3015024;"Lwówek - urban area (4)";28;30;36;
3015025;"Lwówek - rural area (5)";69;73;68;
3015032;"Miedzichowo (2)";37;36;40;
3015043;"Nowy Tomyśl (3)";376;351;340;
3015044;"Nowy Tomyśl - urban area (4)";269;257;259;
3015045;"Nowy Tomyśl - rural area (5)";107;94;81;
3015053;"Opalenica (3)";179;196;157;
3015054;"Opalenica - urban area (4)";103;92;93;
3015055;"Opalenica - rural area (5)";76;104;64;
3015063;"Zbąszyń (3)";176;175;164;
3015064;"Zbąszyń - urban area (4)";102;106;100;
3015065;"Zbąszyń - rural area (5)";74;69;64;
3016000;"Powiat obornicki";670;669;654;
3016013;"Oborniki (3)";396;366;395;
3016014;"Oborniki - urban area (4)";242;235;222;
3016015;"Oborniki - rural area (5)";154;131;173;
3016023;"Rogoźno (3)";185;212;201;
3016024;"Rogoźno - urban area (4)";103;140;125;
3016025;"Rogoźno - rural area (5)";82;72;76;
3016032;"Ryczywół (2)";89;91;58;
3017000;"Powiat ostrowski";1883;1625;1568;
3017011;"Ostrów Wielkopolski (1)";744;744;719;
3017023;"Nowe Skalmierzyce (3)";208;164;159;
3017024;"Nowe Skalmierzyce - urban area (4)";110;55;72;
3017025;"Nowe Skalmierzyce - rural area (5)";98;109;87;
3017033;"Odolanów (3)";170;126;114;
3017034;"Odolanów - urban area (4)";77;65;50;
3017035;"Odolanów - rural area (5)";93;61;64;
3017042;"Ostrów Wielkopolski (2)";275;181;186;
3017052;"Przygodzice (2)";126;91;129;
3017063;"Raszków (3)";157;146;117;
3017064;"Raszków - urban area (4)";33;35;27;
3017065;"Raszków - rural area (5)";124;111;90;
3017072;"Sieroszewice (2)";118;83;98;
3017082;"Sośnie (2)";85;90;46;
3018000;"Powiat ostrzeszowski";643;600;595;
3018012;"Czajków (2)";40;17;32;
3018022;"Doruchów (2)";54;65;39;
3018033;"Grabów nad Prosną (3)";111;71;81;
3018034;"Grabów nad Prosną - urban area (4)";30;13;19;
3018035;"Grabów nad Prosną - rural area (5)";81;58;62;
3018042;"Kobyla Góra (2)";75;49;67;
3018052;"Kraszewice (2)";27;42;45;
3018063;"Mikstat (3)";81;68;50;
3018064;"Mikstat - urban area (4)";23;19;16;
3018065;"Mikstat - rural area (5)";58;49;34;
3018073;"Ostrzeszów (3)";255;288;281;
3018074;"Ostrzeszów - urban area (4)";172;186;220;
3018075;"Ostrzeszów - rural area (5)";83;102;61;
3019000;"Powiat pilski";1505;1597;1621;
3019011;"Piła (1)";710;809;783;
3019022;"Białośliwie (2)";60;44;56;
3019032;"Kaczory (2)";98;;;
3019033;"Kaczory (3)";;89;97;
3019034;"Kaczory - urban area (4)";;26;32;
3019035;"Kaczory - rural area (5)";;63;65;
3019043;"Łobżenica (3)";121;112;98;
3019044;"Łobżenica - urban area (4)";28;33;46;
3019045;"Łobżenica - rural area (5)";93;79;52;
3019052;"Miasteczko Krajeńskie (2)";41;44;;
3019053;"Miasteczko Krajeńskie (3)";;;33;
3019054;"Miasteczko Krajeńskie - urban area (4)";;;7;
3019055;"Miasteczko Krajeńskie - rural area (5)";;;26;
3019062;"Szydłowo (2)";115;141;136;
3019073;"Ujście (3)";90;84;104;
3019074;"Ujście - urban area (4)";42;40;65;
3019075;"Ujście - rural area (5)";48;44;39;
3019083;"Wyrzysk (3)";181;162;198;
3019084;"Wyrzysk - urban area (4)";62;52;62;
3019085;"Wyrzysk - rural area (5)";119;110;136;
3019093;"Wysoka (3)";89;112;116;
3019094;"Wysoka - urban area (4)";36;51;45;
3019095;"Wysoka - rural area (5)";53;61;71;
3020000;"Powiat pleszewski";725;769;720;
3020013;"Chocz (3)";73;69;58;
3020014;"Chocz - urban area (4)";35;23;25;
3020015;"Chocz - rural area (5)";38;46;33;
3020022;"Czermin (2)";58;48;45;
3020033;"Dobrzyca (3)";84;114;102;
3020034;"Dobrzyca - urban area (4)";23;33;42;
3020035;"Dobrzyca - rural area (5)";61;81;60;
3020042;"Gizałki (2)";49;59;49;
3020052;"Gołuchów (2)";120;121;111;
3020063;"Pleszew (3)";341;358;355;
3020064;"Pleszew - urban area (4)";202;220;176;
3020065;"Pleszew - rural area (5)";139;138;179;
3021000;"Powiat poznański";5077;4893;5072;
3021011;"Luboń (1)";521;415;414;
3021021;"Puszczykowo (1)";128;89;138;
3021033;"Buk (3)";138;153;115;
3021034;"Buk - urban area (4)";75;108;76;
3021035;"Buk - rural area (5)";63;45;39;
3021042;"Czerwonak (2)";327;265;270;
3021052;"Dopiewo (2)";272;315;338;
3021062;"Kleszczewo (2)";93;104;123;
3021072;"Komorniki (2)";480;533;474;
3021083;"Kostrzyn (3)";186;169;219;
3021084;"Kostrzyn - urban area (4)";78;81;107;
3021085;"Kostrzyn - rural area (5)";108;88;112;
3021093;"Kórnik (3)";292;332;378;
3021094;"Kórnik - urban area (4)";87;124;119;
3021095;"Kórnik - rural area (5)";205;208;259;
3021103;"Mosina (3)";417;376;384;
3021104;"Mosina - urban area (4)";148;156;169;
3021105;"Mosina - rural area (5)";269;220;215;
3021113;"Murowana Goślina (3)";226;193;265;
3021114;"Murowana Goślina - urban area (4)";142;125;159;
3021115;"Murowana Goślina - rural area (5)";84;68;106;
3021123;"Pobiedziska (3)";224;217;215;
3021124;"Pobiedziska - urban area (4)";92;104;98;
3021125;"Pobiedziska - rural area (5)";132;113;117;
3021132;"Rokietnica (2)";173;166;233;
3021143;"Stęszew (3)";139;210;144;
3021144;"Stęszew - urban area (4)";58;101;73;
3021145;"Stęszew - rural area (5)";81;109;71;
3021152;"Suchy Las (2)";235;207;215;
3021163;"Swarzędz (3)";915;890;866;
3021164;"Swarzędz - urban area (4)";657;592;565;
3021165;"Swarzędz - rural area (5)";258;298;301;
3021172;"Tarnowo Podgórne (2)";311;259;281;
3022000;"Powiat rawicki";806;688;796;
3022013;"Bojanowo (3)";152;133;116;
3022014;"Bojanowo - urban area (4)";52;44;37;
3022015;"Bojanowo - rural area (5)";100;89;79;
3022023;"Jutrosin (3)";91;75;96;
3022024;"Jutrosin - urban area (4)";39;21;42;
3022025;"Jutrosin - rural area (5)";52;54;54;
3022033;"Miejska Górka (3)";123;107;104;
3022034;"Miejska Górka - urban area (4)";40;39;55;
3022035;"Miejska Górka - rural area (5)";83;68;49;
3022042;"Pakosław (2)";53;48;37;
3022053;"Rawicz (3)";387;325;443;
3022054;"Rawicz - urban area (4)";285;220;357;
3022055;"Rawicz - rural area (5)";102;105;86;
3023000;"Powiat słupecki";735;679;565;
3023011;"Słupca (1)";232;213;173;
3023022;"Lądek (2)";62;62;53;
3023032;"Orchowo (2)";42;38;39;
3023042;"Ostrowite (2)";61;55;42;
3023052;"Powidz (2)";31;22;21;
3023062;"Słupca (2)";89;105;88;
3023072;"Strzałkowo (2)";135;108;69;
3023083;"Zagórów (3)";83;76;80;
3023084;"Zagórów - urban area (4)";39;31;37;
3023085;"Zagórów - rural area (5)";44;45;43;
3024000;"Powiat szamotulski";1050;1070;1023;
3024011;"Obrzycko (1)";20;33;22;
3024022;"Duszniki (2)";86;93;59;
3024032;"Kaźmierz (2)";96;78;102;
3024042;"Obrzycko (2)";53;26;42;
3024053;"Ostroróg (3)";67;65;73;
3024054;"Ostroróg - urban area (4)";26;29;34;
3024055;"Ostroróg - rural area (5)";41;36;39;
3024063;"Pniewy (3)";159;152;138;
3024064;"Pniewy - urban area (4)";77;90;92;
3024065;"Pniewy - rural area (5)";82;62;46;
3024073;"Szamotuły (3)";354;363;358;
3024074;"Szamotuły - urban area (4)";225;235;239;
3024075;"Szamotuły - rural area (5)";129;128;119;
3024083;"Wronki (3)";215;260;229;
3024084;"Wronki - urban area (4)";145;185;135;
3024085;"Wronki - rural area (5)";70;75;94;
3025000;"Powiat średzki";654;671;571;
3025012;"Dominowo (2)";40;23;28;
3025022;"Krzykosy (2)";73;63;63;
3025032;"Nowe Miasto nad Wartą (2)";111;119;88;
3025043;"Środa Wielkopolska (3)";359;399;324;
3025044;"Środa Wielkopolska - urban area (4)";248;270;218;
3025045;"Środa Wielkopolska - rural area (5)";111;129;106;
3025052;"Zaniemyśl (2)";71;67;68;
3026000;"Powiat śremski";878;871;963;
3026012;"Brodnica (2)";65;78;59;
3026023;"Dolsk (3)";88;66;74;
3026024;"Dolsk - urban area (4)";23;18;25;
3026025;"Dolsk - rural area (5)";65;48;49;
3026033;"Książ Wielkopolski (3)";99;131;117;
3026034;"Książ Wielkopolski - urban area (4)";40;55;42;
3026035;"Książ Wielkopolski - rural area (5)";59;76;75;
3026043;"Śrem (3)";626;596;713;
3026044;"Śrem - urban area (4)";472;473;544;
3026045;"Śrem - rural area (5)";154;123;169;
3027000;"Powiat turecki";1060;988;846;
3027011;"Turek (1)";427;381;318;
3027022;"Brudzew (2)";63;44;45;
3027033;"Dobra (3)";75;66;47;
3027034;"Dobra - urban area (4)";24;15;17;
3027035;"Dobra - rural area (5)";51;51;30;
3027042;"Kawęczyn (2)";53;54;44;
3027052;"Malanów (2)";39;72;69;
3027062;"Przykona (2)";45;52;41;
3027073;"Tuliszków (3)";134;126;129;
3027074;"Tuliszków - urban area (4)";54;44;47;
3027075;"Tuliszków - rural area (5)";80;82;82;
3027082;"Turek (2)";122;104;105;
3027092;"Władysławów (2)";102;89;48;
3028000;"Powiat wągrowiecki";907;796;778;
3028011;"Wągrowiec (1)";349;272;294;
3028022;"Damasławek (2)";81;50;55;
3028033;"Gołańcz (3)";131;107;106;
3028034;"Gołańcz - urban area (4)";40;41;57;
3028035;"Gołańcz - rural area (5)";91;66;49;
3028042;"Mieścisko (2)";59;72;48;
3028053;"Skoki (3)";103;133;124;
3028054;"Skoki - urban area (4)";34;79;54;
3028055;"Skoki - rural area (5)";69;54;70;
3028062;"Wapno (2)";47;34;34;
3028072;"Wągrowiec (2)";137;128;117;
3029000;"Powiat wolsztyński";576;620;572;
3029012;"Przemęt (2)";124;130;113;
3029022;"Siedlec (2)";90;100;115;
3029033;"Wolsztyn (3)";362;390;344;
3029034;"Wolsztyn - urban area (4)";231;258;197;
3029035;"Wolsztyn - rural area (5)";131;132;147;
3030000;"Powiat wrzesiński";948;927;938;
3030012;"Kołaczkowo (2)";90;72;81;
3030023;"Miłosław (3)";108;102;92;
3030024;"Miłosław - urban area (4)";48;28;39;
3030025;"Miłosław - rural area (5)";60;74;53;
3030033;"Nekla (3)";112;76;97;
3030034;"Nekla - urban area (4)";48;36;57;
3030035;"Nekla - rural area (5)";64;40;40;
3030043;"Pyzdry (3)";92;81;94;
3030044;"Pyzdry - urban area (4)";42;33;46;
3030045;"Pyzdry - rural area (5)";50;48;48;
3030053;"Września (3)";546;596;574;
3030054;"Września - urban area (4)";360;414;405;
3030055;"Września - rural area (5)";186;182;169;
3031000;"Powiat złotowski";952;983;909;
3031011;"Złotów (1)";303;369;231;
3031023;"Jastrowie (3)";95;128;117;
3031024;"Jastrowie - urban area (4)";55;87;69;
3031025;"Jastrowie - rural area (5)";40;41;48;
3031033;"Krajenka (3)";151;110;125;
3031034;"Krajenka - urban area (4)";85;50;69;
3031035;"Krajenka - rural area (5)";66;60;56;
3031042;"Lipka (2)";70;71;62;
3031053;"Okonek (3)";138;103;131;
3031054;"Okonek - urban area (4)";41;36;69;
3031055;"Okonek - rural area (5)";97;67;62;
3031062;"Tarnówka (2)";23;27;44;
3031072;"Zakrzewo (2)";56;74;59;
3031082;"Złotów (2)";116;101;140;
3061000;"City with powiat status Kalisz";1181;1020;919;
3061011;"Kalisz (1)";1181;1020;919;
3062000;"City with powiat status Konin";1155;1065;1004;
3062011;"Konin (1)";1155;1065;1004;
3063000;"City with powiat status Leszno";1017;903;833;
3063011;"Leszno (1)";1017;903;833;
3064000;"City with powiat status Poznań";6848;6223;6605;
3064011;"Poznań (1)";6848;6223;6605;
3200000;"ZACHODNIOPOMORSKIE";21824;20158;20390;
3201000;"Powiat białogardzki";675;613;562;
3201011;"Białogard (1)";290;276;222;
3201022;"Białogard (2)";134;121;105;
3201033;"Karlino (3)";147;128;107;
3201034;"Karlino - urban area (4)";101;78;81;
3201035;"Karlino - rural area (5)";46;50;26;
3201043;"Tychowo (3)";104;88;128;
3201044;"Tychowo - urban area (4)";18;29;37;
3201045;"Tychowo - rural area (5)";86;59;91;
3202000;"Powiat choszczeński";753;717;654;
3202012;"Bierzwnik (2)";65;72;68;
3202023;"Choszczno (3)";309;319;307;
3202024;"Choszczno - urban area (4)";213;224;225;
3202025;"Choszczno - rural area (5)";96;95;82;
3202033;"Drawno (3)";68;69;72;
3202034;"Drawno - urban area (4)";38;19;37;
3202035;"Drawno - rural area (5)";30;50;35;
3202042;"Krzęcin (2)";60;72;38;
3202053;"Pełczyce (3)";158;112;67;
3202054;"Pełczyce - urban area (4)";44;41;35;
3202055;"Pełczyce - rural area (5)";114;71;32;
3202063;"Recz (3)";93;73;102;
3202064;"Recz - urban area (4)";49;36;52;
3202065;"Recz - rural area (5)";44;37;50;
3203000;"Powiat drawski";728;674;643;
3203013;"Czaplinek (3)";133;126;136;
3203014;"Czaplinek - urban area (4)";68;77;82;
3203015;"Czaplinek - rural area (5)";65;49;54;
3203023;"Drawsko Pomorskie (3)";241;199;204;
3203024;"Drawsko Pomorskie - urban area (4)";123;111;124;
3203025;"Drawsko Pomorskie - rural area (5)";118;88;80;
3203033;"Kalisz Pomorski (3)";99;89;77;
3203034;"Kalisz Pomorski - urban area (4)";52;45;39;
3203035;"Kalisz Pomorski - rural area (5)";47;44;38;
3203052;"Wierzchowo (2)";58;48;38;
3203063;"Złocieniec (3)";197;212;188;
3203064;"Złocieniec - urban area (4)";144;139;155;
3203065;"Złocieniec - rural area (5)";53;73;33;
3204000;"Powiat goleniowski";1164;977;1147;
3204023;"Goleniów (3)";569;436;520;
3204024;"Goleniów - urban area (4)";353;245;355;
3204025;"Goleniów - rural area (5)";216;191;165;
3204033;"Maszewo (3)";111;103;103;
3204034;"Maszewo - urban area (4)";42;38;34;
3204035;"Maszewo - rural area (5)";69;65;69;
3204043;"Nowogard (3)";309;299;324;
3204044;"Nowogard - urban area (4)";195;207;229;
3204045;"Nowogard - rural area (5)";114;92;95;
3204052;"Osina (2)";29;38;34;
3204062;"Przybiernów (2)";68;62;55;
3204073;"Stepnica (3)";78;39;111;
3204074;"Stepnica - urban area (4)";43;23;28;
3204075;"Stepnica - rural area (5)";35;16;83;
3205000;"Powiat gryficki";875;753;869;
3205012;"Brojce (2)";39;43;46;
3205023;"Gryfice (3)";324;278;343;
3205024;"Gryfice - urban area (4)";212;180;248;
3205025;"Gryfice - rural area (5)";112;98;95;
3205032;"Karnice (2)";75;61;45;
3205043;"Płoty (3)";145;123;154;
3205044;"Płoty - urban area (4)";65;64;49;
3205045;"Płoty - rural area (5)";80;59;105;
3205072;"Rewal (2)";55;53;50;
3205083;"Trzebiatów (3)";237;195;231;
3205084;"Trzebiatów - urban area (4)";134;102;144;
3205085;"Trzebiatów - rural area (5)";103;93;87;
3206000;"Powiat gryfiński";1094;1096;1032;
3206012;"Banie (2)";91;95;62;
3206023;"Cedynia (3)";58;87;75;
3206024;"Cedynia - urban area (4)";23;41;30;
3206025;"Cedynia - rural area (5)";35;46;45;
3206033;"Chojna (3)";187;203;180;
3206034;"Chojna - urban area (4)";90;90;104;
3206035;"Chojna - rural area (5)";97;113;76;
3206043;"Gryfino (3)";421;375;387;
3206044;"Gryfino - urban area (4)";274;266;245;
3206045;"Gryfino - rural area (5)";147;109;142;
3206053;"Mieszkowice (3)";108;111;91;
3206054;"Mieszkowice - urban area (4)";56;54;40;
3206055;"Mieszkowice - rural area (5)";52;57;51;
3206063;"Moryń (3)";50;52;53;
3206064;"Moryń - urban area (4)";26;19;12;
3206065;"Moryń - rural area (5)";24;33;41;
3206072;"Stare Czarnowo (2)";33;55;39;
3206083;"Trzcińsko-Zdrój (3)";91;60;70;
3206084;"Trzcińsko-Zdrój - urban area (4)";46;28;18;
3206085;"Trzcińsko-Zdrój - rural area (5)";45;32;52;
3206092;"Widuchowa (2)";55;58;75;
3207000;"Powiat kamieński";637;635;613;
3207013;"Dziwnów (3)";63;80;59;
3207014;"Dziwnów - urban area (4)";41;55;32;
3207015;"Dziwnów - rural area (5)";22;25;27;
3207023;"Golczewo (3)";58;71;64;
3207024;"Golczewo - urban area (4)";26;30;25;
3207025;"Golczewo - rural area (5)";32;41;39;
3207033;"Kamień Pomorski (3)";217;180;217;
3207034;"Kamień Pomorski - urban area (4)";146;103;129;
3207035;"Kamień Pomorski - rural area (5)";71;77;88;
3207043;"Międzyzdroje (3)";85;76;76;
3207044;"Międzyzdroje - urban area (4)";71;61;56;
3207045;"Międzyzdroje - rural area (5)";14;15;20;
3207052;"Świerzno (2)";50;70;59;
3207063;"Wolin (3)";164;158;138;
3207064;"Wolin - urban area (4)";56;59;71;
3207065;"Wolin - rural area (5)";108;99;67;
3208000;"Powiat kołobrzeski";1261;1055;996;
3208011;"Kołobrzeg (1)";683;542;531;
3208022;"Dygowo (2)";81;58;56;
3208033;"Gościno (3)";98;93;57;
3208034;"Gościno - urban area (4)";56;24;25;
3208035;"Gościno - rural area (5)";42;69;32;
3208042;"Kołobrzeg (2)";233;193;176;
3208052;"Rymań (2)";58;54;67;
3208062;"Siemyśl (2)";64;66;59;
3208072;"Ustronie Morskie (2)";44;49;50;
3209000;"Powiat koszaliński";1171;963;979;
3209012;"Będzino (2)";116;112;84;
3209022;"Biesiekierz (2)";139;119;70;
3209033;"Bobolice (3)";139;119;117;
3209034;"Bobolice - urban area (4)";63;44;48;
3209035;"Bobolice - rural area (5)";76;75;69;
3209042;"Manowo (2)";135;113;118;
